nome,genero,presenca_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,gasto_total_par,gasto_total_gab,salario_bruto,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
FÁBIO LUIZ SCHIOCHET FILHO,M,85,3,4,20,2,5,31/05/1988,"376.844,53","1.114.119,12","33.763,00","37.195,31","41.648,60","42.043,11","43.700,43","46.815,31","50.091,13","31.304,74","25.939,12","21.593,26","32.923,73","3.589,79",-,"111.568,63","111.568,63","111.568,63","111.568,63","111.568,63","111.544,55","111.526,14","111.107,56","111.107,56","110.990,16",-,-
FABIO DE ALMEIDA REIS,M,80,4,8,35,0,1,15/04/1977,"312.655,57","1.107.209,05","33.763,00","39.865,80","33.581,68","32.144,11","38.648,54","43.493,01","34.772,71","32.086,43","21.185,40","13.796,32","22.090,53","991,04",-,"108.307,92","109.336,37","109.408,57","111.574,66","111.574,66","111.574,66","111.574,66","111.574,66","111.574,66","110.708,23",-,-
FÁBIO AUGUSTO RAMALHO DOS SANTOS,M,88,0,4,19,0,17,22/12/1961,"289.106,94","1.073.082,80","33.763,00","37.959,25","46.993,70","34.431,36","36.101,94","27.698,63","23.280,97","25.058,29","19.706,66","17.071,96","19.557,03","1.247,15",-,"106.849,52","105.995,76","104.102,48","103.699,99","110.337,36","104.762,87","104.762,87","110.775,07","111.665,77","110.131,11",-,-
FAUSTO RUY PINATO,M,77,12,3,43,11,11,01/06/1977,"338.123,53","980.822,68","33.763,00","23.272,69","28.054,73","37.320,63","63.069,18","39.811,88","29.443,84","35.430,36","32.548,24","26.577,30","22.521,07","73,61",-,"91.753,84","90.661,58","91.078,38","98.083,43","93.641,40","98.203,30","101.733,13","105.365,38","105.151,12","105.151,12",-,-
FELÍCIO LATERÇA DE ALMEIDA,M,84,7,1,103,6,6,26/05/1967,"350.247,62","1.070.004,37","33.763,00","33.761,68","41.861,86","62.060,32","38.642,49","40.359,41","19.555,55","31.845,60","22.935,73","20.966,82","36.513,88","1.744,28",-,"103.822,74","108.245,62","111.562,78","92.281,25","109.721,17","106.166,20","108.227,55","109.988,01","108.902,30","111.086,75",-,-
LUIS FELIPE BONATTO FRANCISCHINI,M,86,2,4,26,1,39,02/10/1991,"290.395,16","1.107.177,89","33.763,00","36.420,46","40.851,46","28.714,76","52.025,43","44.628,80","41.969,22","15.569,99","12.110,34","3.776,09","14.128,61","200,00",-,"111.598,86","111.598,86","111.598,86","111.598,86","111.598,86","111.598,86","111.598,86","110.754,73","107.237,53","107.993,61",-,-
FELIPE AUGUSTO LYRA CARRERAS,M,77,6,9,70,9,33,16/04/1975,"184.012,22","1.110.530,22","33.763,00","14.274,35","25.074,36","24.477,74","21.740,82","14.515,87","16.037,40","21.745,42","29.974,45","4.715,52","11.456,29","0,00",-,"108.137,52","111.659,58","111.659,58","111.659,58","111.659,58","111.571,02","109.331,88","111.617,16","111.617,16","111.617,16",-,-
FELIPE RIGONI LOPES,M,86,6,0,84,7,32,13/06/1991,"314.203,45","961.510,10","33.763,00","41.526,20","38.040,74","37.743,41","54.439,33","40.781,58","34.092,96","18.297,10","23.638,57","9.243,23","14.963,23","1.437,10",-,"97.934,05","100.493,35","100.959,56","104.522,55","100.959,56","89.598,50","80.482,02","93.565,41","93.565,41","99.429,69",-,-
FELIX DE ALMEIDA MENDONÇA JÚNIOR,M,86,6,0,30,8,16,29/11/1963,"324.962,29","1.093.456,69","33.763,00","30.256,20","36.235,51","35.264,16","50.388,49","42.584,56","23.719,29","43.121,12","20.178,34","14.497,37","26.697,48","2.019,77",-,"111.574,69","111.574,69","111.574,69","111.574,69","111.574,69","99.983,33","107.556,02","108.772,32","109.170,84","110.100,73",-,-
JOSÉ CARLOS VERAS DOS SANTOS,M,89,3,0,42,8,33,10/08/1981,"346.470,48","1.062.773,43","33.763,00","23.450,32","50.658,26","61.233,10","65.132,56","37.074,81","29.707,30","34.668,74","24.844,59","5.992,91","12.474,14","1.233,75",-,"102.271,86","100.443,89","100.443,89","108.026,51","105.043,78","106.855,41","109.678,36","109.831,56","109.119,16","111.059,01",-,-
CARLOS ALBERTO ROLIM ZARATTINI,M,86,2,4,20,1,19,08/06/1959,"297.688,94","1.115.444,20","33.763,00","27.151,54","32.367,11","64.118,33","55.777,06","25.278,01","28.292,59","25.051,27","14.054,68","10.433,06","13.858,47","1.306,82",-,"111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42",-,-
CASSIO COELHO ANDRADE,M,70,22,0,36,15,25,12/09/1981,"307.608,33","1.114.161,17","33.763,00","21.728,53","32.899,83","26.323,38","58.046,30","50.683,51","36.031,58","14.449,73","9.264,77","3.863,84","54.316,86","0,00",-,"111.653,55","111.594,40","111.574,68","111.574,68","111.574,68","111.574,67","110.238,62","111.444,93","111.465,48","111.465,48",-,-
CELIO ANTONIO DA SILVEIRA,M,88,4,0,31,1,6,19/09/1959,"249.268,07","1.113.420,47","33.763,00","18.102,06","29.238,30","30.935,93","31.959,23","27.982,39","18.044,17","17.332,28","17.806,01","16.854,28","40.969,73","43,69",-,"111.671,79","111.671,79","111.671,79","111.671,79","111.671,79","110.968,96","109.631,33","111.578,65","111.441,29","111.441,29",-,-
CELIO STUDART BARBOSA,M,80,3,9,16,3,16,19/06/1987,"334.771,25","1.098.247,56","33.763,00","42.405,28","77.088,77","34.915,78","46.271,91","50.390,81","22.564,85","25.601,39","14.660,40","4.343,55","16.378,51","150,00",-,"111.276,50","111.198,61","111.550,82","111.653,55","111.653,55","107.237,22","111.313,87","108.312,84","107.025,30","107.025,30",-,-
CELSO UBIRAJARA RUSSOMANNO,M,89,2,1,30,5,3,20/08/1956,"173.626,19","1.026.873,67","33.763,00","5.918,88","28.583,18","23.440,72","24.383,53","32.244,15","25.438,32","19.954,21","5.651,37","1.220,62","6.791,21","0,00",-,"96.961,81","98.308,99","100.425,40","103.522,12","103.329,11","104.152,03","107.493,07","105.272,98","103.828,92","103.579,24",-,-
CELSO MALDANER,M,82,5,5,22,2,1,30/08/1953,"369.913,72","1.104.561,40","33.763,00","24.680,20","30.121,77","43.359,15","41.007,63","32.327,41","27.013,34","28.086,87","25.892,83","22.602,17","51.620,99","43.201,36",-,"111.010,67","111.140,65","111.370,11","109.190,92","108.394,27","109.485,71","110.743,36","111.470,49","111.162,32","110.592,90",-,-
CELSO SABINO DE OLIVEIRA,M,77,6,9,28,4,13,29/08/1978,"350.349,09","1.084.859,43","33.763,00","35.687,11","41.271,47","41.719,51","53.029,49","35.533,17","42.929,38","37.781,33","16.249,92","14.266,05","31.829,16","52,50",-,"111.111,11","111.280,24","111.379,14","109.110,72","110.872,20","108.438,60","109.562,14","105.568,87","103.896,09","103.640,32",-,-
CHARLES FERNANDES SILVEIRA SANTANA,M,90,1,1,35,0,6,15/03/1965,"323.383,76","1.112.836,72","33.763,00","24.256,26","47.976,68","50.658,86","48.292,35","46.560,45","27.745,84","27.027,00","19.586,71","19.284,11","10.381,44","1.614,06",-,"111.439,65","111.389,19","111.507,90","110.522,28","111.507,88","111.149,99","111.433,52","111.507,87","111.507,87","110.870,57",-,-
ANTONIO CEZAR CORREIA FREIRE,M,85,0,7,38,0,39,12/12/1973,"325.836,31","1.112.642,54","33.763,00","37.003,29","36.167,38","38.256,80","47.505,37","50.290,01","20.781,53","34.316,10","29.210,00","16.683,05","14.273,67","1.349,11",-,"111.383,97","110.930,03","111.423,09","111.169,89","111.423,09","111.423,09","110.326,94","111.485,72","111.538,36","111.538,36",-,-
CHARLLES THOMACELLI EVANGELISTA,M,88,4,0,27,5,4,27/12/1984,"272.031,91","1.059.386,34","33.763,00","22.449,08","36.430,49","47.122,47","49.948,09","36.668,39","24.701,10","21.331,84","25.587,97","1.432,93","6.359,55","0,00",-,"102.330,37","102.010,39","103.658,78","106.859,77","105.928,21","104.041,72","106.811,02","110.258,36","110.258,36","107.229,36",-,-
FRANCISCO JOSÉ D'ANGELO PINTO,M,83,3,6,31,2,34,11/02/1953,"284.234,89","1.113.229,62","33.763,00","31.896,36","27.273,29","30.877,95","41.207,47","43.620,43","32.636,24","30.772,24","20.679,40","17.903,83","6.817,68","550,00",-,"111.574,71","111.574,71","110.060,41","111.423,07","111.423,07","111.423,07","111.423,07","111.423,07","111.423,07","111.481,37",-,-
JOÃO FRANCISCO INÁCIO BRAZÃO,M,84,0,8,50,0,4,22/02/1962,"291.545,15","1.114.045,59","33.763,00","5.628,16","25.886,77","61.019,13","49.940,05","45.809,13","27.195,38","11.919,52","9.234,91","18.890,85","36.021,25","0,00",-,"111.623,18","110.117,12","110.943,03","111.623,18","111.623,18","111.623,18","111.623,18","111.623,18","111.623,18","111.623,18",-,-
CHRISTINO AUREO DA SILVA,M,87,5,0,22,7,7,26/04/1962,"364.350,26","1.111.010,04","33.763,00","35.707,47","43.836,64","42.917,16","53.926,39","48.167,17","32.622,07","26.143,21","21.788,64","18.368,80","40.258,88","613,83",-,"111.412,57","111.647,36","107.066,29","111.604,92","111.310,13","111.604,92","111.604,92","111.604,92","111.585,50","111.568,51",-,-
CLÁUDIO CAJADO SAMPAIO,M,81,10,1,24,2,1,01/12/1963,"319.967,50","1.102.608,00","33.763,00","25.338,77","40.167,84","53.444,52","27.640,24","42.649,60","33.006,34","28.893,21","31.157,71","9.849,66","27.619,61","200,00",-,"111.538,31","107.663,10","107.365,01","111.611,11","108.851,14","111.611,11","111.611,11","111.611,11","111.611,11","109.134,89",-,-
CLEBER VERDE CORDEIRO MENDES,M,91,1,0,15,0,19,10/05/1972,"300.663,96","1.091.392,63","33.763,00","14.582,42","18.944,35","47.074,36","99.276,90","45.118,81","13.222,16","16.834,74","8.782,05","4.751,79","32.076,38","0,00",-,"110.588,35","105.407,76","109.632,33","111.342,09","97.860,55","111.580,81","111.580,81","111.580,81","111.580,81","110.238,31",-,-
JOÃO CHRISÓSTOMO DE MOURA,M,89,0,3,68,0,35,23/06/1959,"368.241,44","1.064.563,22","33.763,00","43.569,56","50.409,86","41.654,50","49.488,53","41.798,47","35.493,95","36.213,06","25.552,93","16.022,94","27.543,32","494,32",-,"107.323,44","106.208,72","102.467,86","98.159,34","107.196,50","108.000,77","107.946,98","108.363,78","109.587,98","109.307,85",-,-
LUIZ ARMANDO SCHROEDER REIS,M,84,4,4,40,0,1,23/06/1957,"243.119,72","1.092.037,31","33.763,00","12.148,50","26.826,54","33.216,85","49.749,39","48.925,26","25.127,17","20.027,71","10.975,22","4.534,03","9.709,47","1.879,58",-,"101.236,10","103.071,39","111.201,67","110.773,16","110.216,08","111.095,62","111.269,37","111.508,09","111.508,09","110.157,74",-,-
MARCIO TADEU ANHAIA DE LEMOS,M,88,0,4,61,0,14,30/09/1965,"332.916,64","1.088.567,27","33.763,00","37.359,64","45.903,08","33.260,17","48.565,66","32.063,81","27.237,62","25.482,15","17.392,78","17.775,38","28.430,40","19.445,95",-,"111.127,47","109.317,63","107.351,00","110.345,01","101.360,55","108.448,48","106.340,00","111.358,01","111.459,56","111.459,56",-,-
JOSIAS MARIO DA VITORIA,M,89,0,3,0,0,0,02/06/1971,"344.528,51","1.103.849,80","33.763,00","39.721,75","61.373,19","36.361,78","37.143,23","48.373,97","27.515,03","30.632,01","27.567,15","23.415,71","10.098,49","2.326,20",-,"109.916,03","109.232,89","110.340,24","110.968,15","110.968,15","110.968,15","111.559,84","110.395,01","111.192,57","108.308,77",-,-
LUIS ANTONIO FRANCISCATTO COVATTI,M,89,0,3,33,1,12,25/07/1987,"354.596,62","1.087.781,16","33.763,00","39.901,49","64.904,76","45.888,49","61.494,69","45.547,51","34.354,07","35.673,58","7.646,43","612,00","17.873,82","699,78",-,"110.922,09","111.617,12","107.422,09","110.840,89","109.771,87","108.844,64","97.398,86","110.212,41","110.288,12","110.463,07",-,-
CRISTIANO DUTRA VALE,M,80,12,0,25,5,3,10/04/1970,"339.850,13","1.053.658,38","33.763,00","20.452,98","49.639,93","30.338,48","49.829,99","43.108,68","38.126,87","26.721,78","30.470,89","32.141,42","18.563,85","455,26",-,"110.040,22","103.847,89","110.040,22","103.859,15","105.919,51","98.892,22","97.650,62","104.977,00","107.755,43","110.676,12",-,-
DAGOBERTO NOGUEIRA FILHO,M,80,12,0,4,0,0,21/07/1955,"392.765,26","1.111.346,73","33.763,00","33.968,57","43.913,03","47.315,35","39.158,72","46.082,30","43.879,61","41.129,03","39.057,91","33.635,67","24.585,90","39,17",-,"111.166,05","111.277,60","111.277,60","111.277,60","111.277,60","111.277,60","110.863,55","110.859,05","110.859,05","111.211,03",-,-
DAMIÃO FELICIANO DA SILVA,M,81,10,1,29,7,24,28/04/1952,"299.356,24","1.061.513,65","33.763,00","33.696,89","30.513,30","45.137,92","39.985,25","53.251,62","21.830,00","19.723,61","12.971,79","10.939,09","30.722,02","584,75",-,"111.054,03","106.603,56","94.753,60","107.855,77","91.868,67","111.429,12","111.429,12","109.759,06","107.977,67","108.783,05",-,-
GLAUBER DE MEDEIROS BRAGA,M,88,3,1,46,3,16,26/06/1982,"249.152,28","1.083.239,39","33.763,00","17.256,11","31.524,84","46.990,34","43.161,14","41.104,72","26.199,00","21.782,77","8.772,04","3.355,87","9.005,45","0,00",-,"111.635,78","111.635,78","111.635,78","106.112,74","100.164,04","110.185,24","108.335,96","106.862,15","108.335,96","108.335,96",-,-
GLAUSKSTON BATISTA RIOS,M,73,11,8,10,4,0,22/12/1973,"242.210,77","1.092.158,14","33.763,00","10.991,80","11.824,00","26.296,76","121.027,92","43.887,86","6.316,73","6.012,78","307,54","1,58","15.543,80","0,00",-,"111.277,44","110.313,37","111.653,47","111.653,47","111.653,47","111.548,53","99.804,96","101.249,81","111.501,81","111.501,81",-,-
GUILHERME MUSSI FERREIRA,M,55,15,22,0,2,1,14/10/1982,"167.339,76","1.113.779,92","33.763,00","13.411,67","40.786,13","29.938,94","27.120,16","21.082,66","3.643,94","8.274,08","7.555,10","5.000,20","10.287,16","239,72",-,"111.423,08","111.370,21","110.695,37","111.363,58","111.335,52","111.326,61","111.432,25","111.611,10","111.611,10","111.611,10",-,-
JOSÉ GUILHERME NEGRÃO PEIXOTO,M,92,0,0,20,0,12,13/11/1961,"258.696,75","1.064.377,63","33.763,00","20.164,29","32.606,94","20.921,67","44.132,42","27.096,29","31.276,49","28.081,91","26.381,12","12.089,61","14.392,38","1.553,63",-,"108.657,03","110.067,97","109.025,07","109.965,86","109.756,34","101.721,15","95.424,72","107.166,92","106.267,03","106.325,54",-,-
LUIZ GONZAGA PATRIOTA,M,80,6,6,28,7,25,26/04/1946,"380.155,21","1.115.718,01","33.763,00","23.321,92","41.059,43","47.372,68","47.392,53","37.071,52","33.365,05","14.810,82","24.895,76","15.356,60","28.298,48","67.210,42",-,"111.537,98","111.533,39","111.580,83","111.580,83","111.580,83","111.580,83","111.580,83","111.580,83","111.580,83","111.580,83",-,-
JOÃO CARLOS SOARES GURGEL,M,91,0,1,45,0,9,02/12/1980,"304.315,99","1.043.331,18","33.763,00","30.854,01","50.602,99","53.138,70","41.300,20","41.056,98","29.009,30","16.063,62","23.894,73","4.534,47","13.654,20","206,79",-,"108.173,01","94.076,65","98.798,22","105.810,92","97.414,57","106.438,09","111.465,45","110.479,86","110.137,04","100.537,37",-,-
GUSTAVO BONATO FRUET,M,91,1,0,26,0,1,18/04/1963,"374.089,71","1.063.279,34","33.763,00","51.898,88","69.808,76","56.026,78","47.334,53","68.837,63","23.097,35","16.604,91","8.174,92","2.810,21","29.123,81","371,93",-,"105.805,10","106.054,78","106.054,78","106.054,78","106.054,78","106.019,19","103.701,22","103.701,22","108.481,10","111.352,39",-,-
LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,M,76,10,6,9,3,17,16/02/1982,"356.515,99","1.116.716,10","33.763,00","7.595,71","72.060,11","19.440,13","53.501,99","61.050,02","62.592,98","9.368,45","5.296,21","4.189,16","61.421,23","0,00",-,"111.671,61","111.671,61","111.671,61","111.671,61","111.671,61","111.671,61","111.671,61","111.671,61","111.671,61","111.671,61",-,-
HAROLDO ALVES CAMPOS,M,37,0,4,0,0,0,11/05/1953,"206.440,60","1.101.382,47","33.763,00","36.917,58","38.592,67","38.415,39",-,"17.064,17",-,-,"17.838,49","26.371,35","30.980,95","260,00",-,"110.733,36","111.538,36","111.538,36","111.538,36","111.538,36","106.037,07","108.248,33","108.152,26","111.475,89","110.582,12",-,-
GUTEMBERG REIS DE OLIVEIRA,M,80,0,12,28,0,19,09/09/1979,"333.354,79","1.113.305,50","33.763,00","31.811,03","37.058,19","39.957,54","39.003,29","35.397,82","35.548,76","35.184,90","23.289,89","18.535,79","35.373,06","2.194,52",-,"111.586,82","111.586,82","110.729,78","111.586,82","110.789,77","111.146,85","111.458,26","111.246,74","111.586,82","111.586,82",-,-
HEITOR RODRIGO PEREIRA FREIRE,M,79,13,0,21,20,30,08/10/1981,"438.893,06","1.106.657,50","33.763,00","44.459,28","22.147,14","58.578,83","47.573,98","44.388,99","24.699,86","52.243,35","24.034,75","32.084,10","78.682,78","10.000,00",-,"111.447,23","110.953,30","110.359,50","111.481,10","110.475,29","109.817,62","111.314,25","111.150,06","110.377,84","109.281,31",-,-
HEITOR JOSE SCHUCH,M,78,12,2,27,4,4,25/03/1962,"321.812,45","1.079.158,20","33.763,00","17.534,05","27.229,69","43.226,49","71.235,90","47.628,10","26.290,08","28.128,15","20.506,74","19.998,13","18.646,87","1.388,25",-,"107.595,60","107.595,60","107.595,60","111.653,64","110.706,76","111.528,48","108.951,61","106.686,31","103.422,30","103.422,30",-,-
HELDER IGNACIO SALOMAO,M,88,3,1,35,9,11,08/03/1964,"288.776,51","1.100.336,27","33.763,00","22.858,70","46.569,54","43.715,68","39.193,71","35.739,34","25.804,13","25.901,62","20.309,17","15.007,85","13.093,49","583,28",-,"108.620,67","108.620,67","108.620,67","108.620,67","108.620,67","111.370,72","111.465,55","111.465,55","111.465,55","111.465,55",-,-
HELIO FERNANDO BARBOSA LOPES,M,85,2,5,11,2,19,28/03/1969,"333.128,93","1.080.153,53","33.763,00","26.662,70","20.129,73","23.968,89","126.009,87","15.959,57","40.424,07","19.559,06","19.728,52","21.207,48","18.877,17","601,87",-,"100.983,71","100.983,71","105.907,19","109.879,71","107.619,71","110.955,90","110.955,90","110.955,90","110.955,90","110.955,90",-,-
HERCÍLIO ARAÚJO DINIZ FILHO,M,55,29,8,11,21,2,14/09/1963,"0,00","827.780,45","33.763,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",-,"59.693,74","59.290,57","59.989,38","84.017,68","63.388,82","96.088,28","107.430,80","108.274,93","108.274,93","81.331,32",-,-
HELIO LEITE DA SILVA,M,86,3,3,26,0,39,09/12/1957,"345.255,89","1.115.311,38","33.763,00","38.353,51","33.114,24","50.848,23","82.360,81","40.083,76","17.710,54","18.649,82","15.787,41","9.334,72","38.622,84","390,01",-,"111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.467,04",-,-
HÉLIO FRANCISCO DA COSTA,M,86,6,0,41,4,11,03/03/1954,"365.514,32","1.077.630,46","33.763,00","30.626,82","25.895,84","42.089,22","53.304,15","59.253,62","42.968,62","28.285,02","47.223,51","18.135,05","13.981,26","3.751,21",-,"108.966,57","108.966,57","105.181,11","111.392,87","107.906,65","111.392,87","111.392,87","110.279,50","111.392,87","90.758,58",-,-
HENRIQUE FONTANA JÚNIOR,M,87,3,2,10,2,8,18/01/1960,"243.460,56","1.085.460,81","33.763,00","15.878,57","12.589,61","38.772,48","39.615,05","30.692,56","29.232,23","31.433,45","19.791,30","9.180,71","16.274,60","0,00",-,"111.204,73","110.084,73","107.446,09","105.862,69","105.775,84","107.355,35","110.206,59","105.283,68","110.660,36","111.580,75",-,-
HERMES PARCIANELLO,M,76,5,11,0,0,24,25/04/1958,"323.233,63","1.105.379,72","33.763,00","23.550,01","91.180,85","21.686,73","98.142,11","22.782,96","27.564,61","19.639,11","9.399,11","6.442,33","2.845,81","0,00",-,"111.531,28","111.653,59","111.465,33","110.761,67","111.601,60","111.617,19","108.353,75","111.617,15","110.465,86","106.312,30",-,-
HILDO AUGUSTO DA ROCHA NETO,M,88,3,1,47,1,12,22/04/1960,"330.754,16","1.010.908,87","33.763,00","37.771,29","41.668,52","63.474,79","35.711,78","41.172,58","37.398,45","27.224,54","14.043,48","2.003,75","29.767,50","517,48",-,"111.592,93","111.592,93","111.065,20","111.592,93","111.592,93","107.958,49","84.561,70","86.983,92","86.983,92","86.983,92",-,-
HERCULANO CASTILHO PASSOS JUNIOR,M,87,3,2,38,8,4,04/08/1956,"365.289,60","1.064.843,64","33.763,00","64.568,22","41.807,38","37.578,21","42.217,44","27.556,28","32.275,57","29.438,11","26.350,96","36.350,30","26.507,24","639,89",-,"111.004,62","107.856,45","107.856,45","104.656,25","110.100,81","104.938,80","100.880,76","102.189,81","104.938,80","110.420,89",-,-
HIRAN MANUEL GONCALVES DA SILVA,M,77,4,11,27,3,18,19/06/1957,"375.045,21","1.028.036,37","33.763,00","34.740,26","45.379,55","50.365,66","60.380,39","68.428,93","35.706,97","31.871,73","12.574,08","14.926,10","20.671,54","0,00",-,"81.241,74","91.423,62","101.326,80","102.432,93","102.815,66","106.282,44","110.906,64","111.574,66","111.574,66","108.457,22",-,-
HUGO LEAL MELO DA SILVA,M,83,2,7,70,1,31,06/08/1962,"267.274,34","966.873,05","33.763,00","40.671,93","32.691,99","34.664,43","39.390,80","37.481,29","39.996,77","11.917,66","7.954,59","11.414,08","10.676,95","413,85",-,"101.280,05","101.256,77","102.301,08","106.151,93","103.730,03","99.244,75","96.057,39","87.682,43","83.827,22","85.341,40",-,-
HUGO MOTTA WANDERLEY DA NÓBREGA,M,78,9,5,0,6,18,11/09/1989,"304.004,53","1.116.001,70","33.763,00","42.647,30","52.115,97","50.321,06","33.832,88","50.233,24","19.843,09","21.744,93","18.363,15","3.236,29","10.960,30","706,32",-,"111.572,21","111.586,88","111.586,88","111.552,45","111.586,88","111.623,28","111.623,28","111.623,28","111.623,28","111.623,28",-,-
